kill11,death11,damage_done11,damage_taken11,shielding11,kill12,death12,damage_done12,damage_taken12,shielding12,kill13,death13,damage_done13,damage_taken13,shielding13,kill14,death14,damage_done14,damage_taken14,shielding14,kill15,death15,damage_done15,damage_taken15,shielding15,team1,kill21,death21,damage_done21,damage_taken21,shielding21,kill22,death22,damage_done22,damage_taken22,shielding22,kill23,death23,damage_done23,damage_taken23,shielding23,kill24,death24,damage_done24,damage_taken24,shielding24,kill25,death25,damage_done25,damage_taken25,shielding25,team2,winning_team
9,3,36108,16663,0,11,2,54870,14433,0,2,1,14813,12467,0,4,5,35322,21071,0,2,2,29260,32967,16127,113329371,0,3,12655,31145,0,3,5,20816,77452,14330,4,7,24209,17850,0,3,5,22098,20239,0,3,8,17823,23687,0,460926817,0
8,5,20331,30451,300,10,8,31612,25728,0,4,4,20395,62091,52572,12,5,34434,33621,0,6,6,29101,17613,0,1358760665,9,7,21076,31403,0,8,8,46480,23281,0,5,7,51094,24395,0,1,10,22192,27216,0,5,8,28662,29578,0,886606913,0
2,7,14866,71340,0,8,6,35339,25623,0,11,6,63813,46824,0,7,9,36450,38113,0,23,9,56112,39340,0,415801681,9,8,51204,52247,0,11,10,58991,33625,0,11,13,47502,43866,0,4,6,33156,36875,0,4,14,30387,39967,0,13955420551,0
2,3,53539,26031,600,9,6,103316,40234,0,8,12,58187,41533,0,7,10,56858,126890,41223,14,11,113263,51378,0,748474639,2,8,58485,131307,11923,7,4,43288,45656,3784,20,8,83195,52495,0,10,3,55963,46473,0,3,17,45135,109232,71470,104658001,1
11,10,67447,41681,0,1,11,26414,46435,0,0,12,29912,82093,19150,8,11,53830,40734,0,13,10,62916,36825,0,485516629,22,7,63818,37797,0,4,6,25706,40735,0,13,6,73629,34257,0,12,6,51665,33245,0,3,8,32950,94485,8012,868496849,1
6,5,40478,29601,0,1,10,5504,26292,0,3,9,20423,50750,0,5,8,31657,26476,2250,0,8,5915,26925,0,821518067,8,1,23438,35289,27897,7,1,37319,12776,0,6,4,24271,18650,0,11,2,34943,21863,0,9,7,40073,15399,0,627181753,1
6,4,30391,21965,0,4,3,31670,17433,0,10,1,31371,16789,0,0,3,13349,28981,23973,9,3,43470,19801,0,847949663,0,4,13277,24581,0,1,9,21842,21835,0,4,6,34494,58822,40314,7,5,30147,25208,0,2,5,5209,19805,0,1353457873,0
4,0,21867,5384,0,1,0,14891,15534,13528,7,2,34792,20703,0,5,0,23382,40359,0,2,0,3949,4474,0,135970403,0,4,4165,8544,0,1,4,17845,17907,0,1,7,18650,23830,0,0,2,13687,28036,0,1,2,32107,20564,0,5284198093,0
6,14,37775,42913,0,5,10,22013,29430,0,4,10,33913,68022,67203,8,10,40118,44419,0,10,13,52567,47633,0,182183559,16,7,57463,55263,0,8,6,30763,25851,0,8,5,44953,33042,0,10,8,45901,34220,0,14,7,53337,38010,0,33976274363,1
8,5,31403,31781,2000,6,13,29969,45167,0,17,5,63066,29841,0,13,12,43311,51429,0,9,8,57761,52440,0,8457407923,13,11,47465,47575,0,1,9,16825,49420,54833,10,14,44685,41213,0,15,9,65636,44180,0,3,10,32353,43122,3360,385122207,1
23,7,79878,41981,0,4,8,43714,50903,0,15,16,87578,46872,0,5,9,85912,96989,1500,17,13,88105,45275,0,2918257943,12,19,55045,52219,0,18,13,80762,53893,0,15,9,78869,62972,0,7,11,48675,149717,0,1,10,18669,66386,0,1703619439,1
9,11,38008,36838,0,4,9,25467,31061,0,8,12,47790,37357,0,13,6,67924,28699,0,3,10,18875,76320,24672,376553683,3,8,30112,31244,0,8,10,28617,29412,0,4,7,19417,60976,70974,18,6,85152,28766,0,15,6,46977,47666,0,791122945,1
6,13,26018,38628,0,5,9,44759,34089,6916,12,7,72250,44350,0,8,13,34071,29760,0,3,7,18886,24286,950,3999854909,15,6,45956,30975,0,7,8,26372,27370,0,6,5,28842,78507,20999,13,5,46250,29184,0,8,10,23693,29948,0,173211787,1
5,11,50469,34089,4983,0,10,18077,92145,99503,5,13,35890,41411,0,1,8,17143,31601,0,3,10,59358,49297,0,247686695,5,1,36344,65872,56326,10,2,33594,21563,0,19,4,65808,29323,0,9,3,63296,30653,3086,9,4,49501,33526,0,38808745,1
8,12,34074,49725,0,0,12,28243,40579,0,13,12,52784,48156,0,10,9,34647,36969,0,9,14,49436,58162,3600,3035502311,5,15,26710,53352,0,18,8,65170,39378,0,14,8,54452,32319,0,19,4,63791,36286,0,3,5,23468,37849,600,5749810529,1
13,13,86622,130900,49662,12,12,73833,46199,0,5,10,48925,30318,0,12,11,67108,117756,0,7,13,64192,53678,0,176949071,6,10,64238,142161,120829,20,8,112152,39288,0,6,7,33300,39268,0,15,10,79376,52702,0,14,14,89785,67261,0,163117195,1
8,9,34652,30919,0,7,11,26769,32259,0,4,8,30321,45672,0,7,6,45357,26911,0,9,7,32543,27587,0,395165339,9,3,52599,46796,0,5,9,25776,31054,0,3,6,17522,26227,0,7,9,18157,36948,0,16,8,49294,28617,0,1553785229,1
3,14,31046,138432,44819,9,16,34560,51307,0,4,6,18546,55778,0,14,5,67597,59399,0,13,20,45011,55700,0,2329100969,8,7,79037,68361,73605,18,9,75025,34247,0,5,11,37865,31896,0,19,6,87188,26186,0,11,10,81501,36070,0,56047659,1
7,20,96192,77410,10698,5,13,38539,47345,1939,9,14,58002,166018,37750,13,20,82181,68925,0,20,16,80112,69254,0,402134759,21,5,126878,26999,0,29,16,114693,79461,0,19,10,68490,151497,64727,3,10,19666,36673,0,11,14,99225,60396,0,588082517,1
7,9,10551,28480,600,3,13,23201,37970,0,8,7,34266,27330,0,5,5,18229,29676,0,8,6,43896,25369,0,4921733357,10,5,39278,13687,0,7,8,27136,28832,0,7,5,24147,18282,0,10,11,31463,46879,0,6,2,26801,22463,1260,2757898267,1
8,11,23084,27199,0,0,10,9950,27736,0,2,7,24314,23222,0,0,9,18969,39917,53590,4,8,46212,40313,0,2965483909,12,4,31905,29275,0,3,3,13739,28024,0,4,1,15578,25566,0,18,4,60276,28632,0,8,2,36889,11032,0,2545915787,1
4,3,20651,18902,1500,9,5,36630,31750,0,5,6,36402,57165,41163,17,8,46771,36893,0,9,5,38415,36067,0,4365564521,8,9,30952,34066,0,3,11,19632,30809,0,5,9,38019,28277,0,6,8,31524,34406,0,5,7,60650,51311,0,14414163299,0
4,9,37379,26323,0,13,8,90785,32831,0,12,10,67388,48161,0,14,9,69232,118754,0,9,12,40431,37429,0,10001971723,5,11,40579,32397,9416,14,8,93007,76053,0,4,11,33077,116297,51850,8,12,30344,39722,0,17,10,66491,40746,0,1127855377,1
3,3,24434,74098,7412,7,8,51988,30924,0,8,12,36538,40404,0,4,3,32668,21176,3635,16,9,60111,35700,0,1795346059,2,9,28616,25185,0,5,6,49674,30537,0,7,7,47502,30107,6478,9,7,33319,87119,31615,12,9,43191,32791,0,662830145,0
4,17,26720,55994,0,14,10,57567,43159,0,15,14,84755,55476,0,7,10,29873,81801,39457,5,15,43350,56207,0,322394017,14,12,59049,48985,0,8,9,35887,49911,0,11,12,42463,36709,0,18,8,74786,67777,0,15,6,80452,38883,0,15777266257,1
14,10,92643,60949,0,12,11,57890,134732,71578,4,7,29606,37882,0,9,14,71889,92586,75753,10,9,75946,57238,0,33498861,6,9,86830,104208,33871,7,10,57412,71874,28946,12,14,69516,67442,0,20,10,141360,56293,0,6,6,28269,28157,0,24314386,0
5,8,19794,21292,0,2,10,12455,26758,0,10,9,19835,26623,0,12,6,33912,17196,0,5,7,13400,20701,0,8398538321,7,8,24453,25137,0,5,8,15621,20588,3600,7,5,20200,17905,0,15,5,37333,15206,0,6,8,14963,20560,0,4116332399,1
15,5,43635,17658,0,7,4,24980,14735,0,3,2,20411,15057,0,13,0,42370,10885,0,2,0,15256,20128,8538,311026937,0,7,15846,52701,800,3,11,13941,25257,0,2,6,9484,22258,0,3,9,17928,22175,0,3,7,21264,24261,0,1743427933,0
12,3,72048,23462,0,16,3,63774,23082,2625,17,6,77682,59888,0,2,2,23819,18009,0,13,3,66884,51186,0,3316993279,6,11,50479,60969,0,2,7,35374,43261,0,4,10,36470,94178,16812,1,16,25140,57547,0,4,16,28164,48252,0,871626743,0
7,13,45111,53513,0,3,11,19095,37640,0,4,9,47707,77667,60174,5,13,45032,100079,33586,5,16,45823,43103,0,18615129,3,8,49269,37482,0,5,3,16851,27431,0,24,2,89451,59177,0,14,2,69698,30729,0,16,9,86733,47949,17412,2478422489,1
5,8,29515,24715,0,2,11,11282,27037,0,4,9,13092,23411,0,7,6,18063,51798,16892,13,6,41407,26856,0,1772367493,8,5,38107,22118,0,9,8,31490,23657,0,7,8,24278,27825,0,6,6,31428,18406,0,10,4,28514,21353,0,3218172341,1
12,13,36523,43225,0,13,14,58681,55937,18050,8,10,30417,48142,5413,18,12,72862,62211,0,13,15,51743,51440,0,4563278399,9,13,35284,42366,0,10,15,41725,63577,0,19,9,103793,58124,22134,18,17,46481,53298,0,8,10,33672,32861,0,4006350157,1
7,9,83920,93341,0,3,13,37480,40715,0,4,15,43435,48932,0,6,11,91617,41476,18305,6,11,51717,110109,8446,173004671,23,5,109717,53656,0,15,6,88764,49227,0,10,5,37586,91949,33501,5,5,36413,26133,0,10,5,62093,87204,18274,24940435,1
7,15,79757,148463,115642,4,12,47023,69473,0,17,14,93086,155570,106761,15,17,154220,73867,6900,9,17,45374,58621,0,13530715,13,12,49093,40116,0,20,10,112001,47253,0,25,11,152271,56886,0,10,11,118545,135294,20680,7,8,74084,139911,87075,49291333,1
7,9,37695,37284,0,4,2,31839,25507,0,11,12,41715,46194,0,12,6,63227,33973,0,10,4,41081,80248,18072,175877663,7,10,53945,35085,0,12,9,54045,31628,0,9,7,48868,34371,0,2,10,27907,27409,0,3,8,38441,87064,71692,41183438,0
9,3,64491,22326,0,10,10,36728,30226,0,3,7,44633,24295,0,7,9,47871,54509,0,8,12,60111,34175,0,2196730841,13,11,43174,48937,0,2,6,10924,35160,0,5,8,24041,106274,300,5,6,34749,29231,2057,15,6,52643,34232,0,6913703339,1
9,11,35811,34907,0,4,15,34286,38438,0,6,11,22498,35662,0,3,11,14863,30260,0,3,9,35119,77938,44250,123515122,18,6,51318,26832,0,10,8,28868,42539,0,8,4,33899,25832,0,14,2,51939,19362,0,7,5,51181,28012,0,5938680509,1
6,10,28943,37466,0,27,5,73993,34354,0,12,6,43427,29376,0,7,7,49691,24837,0,1,9,24946,46579,51991,1217251477,7,11,44771,44054,0,14,7,46111,28612,0,7,9,30340,64989,34054,7,13,31365,39602,0,2,13,17025,43743,0,1555650773,0
3,6,19076,23850,0,0,9,13724,26804,0,4,6,31950,16519,0,0,8,595,24314,0,2,8,19146,21533,0,3043517027,6,4,14294,13025,0,8,3,32446,12590,0,10,0,28565,35359,21958,2,1,9284,12609,0,11,1,28431,10908,0,322806441,1
17,9,69148,41041,13654,10,8,32348,29531,0,4,9,32407,29097,0,16,8,67722,34828,0,3,17,19560,47276,0,1679460557,15,12,45563,38386,0,6,12,21540,69365,90828,5,10,23681,58072,94874,15,9,52287,26315,0,10,7,38702,29047,0,17546955,0
2,9,13575,38308,0,4,5,27426,63817,25573,20,8,58591,45609,0,0,9,3807,29294,0,18,4,85267,57210,0,1819619737,7,4,66976,15124,0,3,12,35386,82083,38093,13,10,61987,37449,0,8,9,60153,31435,0,4,9,9736,22575,0,528279389,0
0,5,12531,22547,0,1,8,20332,28492,0,3,8,21468,21330,0,0,7,6752,23182,0,2,6,28012,34041,26253,17628243,1,1,5193,10946,0,5,1,28953,8918,0,14,1,43938,11060,0,4,1,12830,41992,23879,10,2,38678,16179,0,1699374989,1
5,5,14794,22958,0,7,6,29441,35918,0,13,6,32544,31528,0,16,5,34856,26615,0,3,6,19769,63878,24225,616397789,3,6,43289,21756,4203,6,9,38085,24098,0,12,7,48139,27355,0,2,10,9922,25180,0,5,12,41462,33015,0,1502665867,0
9,7,32013,30189,0,8,2,36806,44316,0,13,4,55835,19837,0,1,6,7218,19925,0,11,4,39649,23918,0,1770198821,2,6,10147,32961,0,3,6,19888,32362,3200,13,8,55316,34256,0,0,10,7696,28308,0,6,12,45138,43634,0,6137752123,0
0,7,13179,31670,40168,1,4,21735,41783,56900,2,3,21785,12880,1600,1,7,6700,20031,0,1,6,24451,50493,7081,4472787,3,2,24182,14267,0,8,1,25980,17025,0,5,2,20531,41240,30859,3,0,27305,7362,0,8,0,58859,7956,0,804050689,1
10,11,31922,31447,0,2,9,10872,28579,0,0,5,8825,19209,0,0,9,7920,21653,0,1,7,11515,49077,15720,1671792059,9,4,30393,18229,0,12,4,42090,15434,0,5,2,16344,16339,30189,15,3,50410,18478,0,0,0,10728,2574,0,1209026257,1
5,6,24093,18114,0,0,6,14857,27331,0,3,6,21165,16702,0,11,6,41219,33487,0,6,2,33164,24371,0,1193185193,5,7,28578,19166,0,6,3,23644,18872,1413,11,4,37505,34980,0,3,6,15911,22259,0,1,5,14367,39221,14115,916875953,1
3,9,22884,39966,0,18,11,60997,62601,0,6,7,53878,80388,10270,15,15,98715,68475,0,10,8,65583,41701,0,349535851,12,8,52601,107323,28165,1,11,22822,35910,0,19,12,73971,58504,0,8,10,85295,65090,0,10,11,58442,35230,0,1163904709,0
9,13,50404,66248,2620,7,27,60690,85880,0,20,16,111825,101197,0,15,18,103392,151202,97758,14,18,78081,87444,0,2034583171,21,12,114004,82062,0,16,16,89165,62828,0,10,13,67878,134005,17380,20,12,115391,58687,0,24,12,105533,66810,0,74585287,1
25,18,92784,121159,0,23,15,101906,57703,0,9,13,51262,142253,103694,9,14,46875,86118,0,12,15,88172,62092,0,90536405,15,11,89575,57689,0,17,14,89122,106717,109764,10,16,81436,62881,6881,10,20,73070,88031,0,23,17,136122,65681,0,485128587,0
10,11,89713,37939,0,5,15,27326,44394,0,12,12,77815,83954,67069,20,10,81099,101664,32782,12,10,44505,48740,0,5475171,20,10,105674,66416,0,6,12,25635,40610,0,8,16,57300,53728,0,18,10,86548,49210,0,6,11,41534,110494,0,2729983237,1
7,13,26597,44225,0,11,15,40905,53194,0,2,17,17695,46149,0,7,11,28182,81673,0,10,15,68191,39728,0,836280649,19,4,60593,24933,0,4,9,18650,33196,0,14,6,75124,35194,4676,20,9,62278,50462,0,14,9,48324,37785,0,1044592399,0
5,7,26719,25197,0,1,6,16084,18010,0,2,8,19949,53838,48209,3,10,13071,30514,0,1,12,9983,27692,0,257126613,9,1,36159,8366,0,6,3,21593,14100,0,7,1,32433,29834,19075,10,3,30700,16718,0,11,4,34366,16788,0,275568537,1
9,1,35830,11156,0,8,0,22221,26088,23700,5,2,19489,6481,410,8,0,25780,12696,0,7,1,30928,12637,600,180825697,0,9,10245,23285,0,4,8,30109,19851,0,0,4,600,9808,0,0,8,10064,54723,28327,0,8,18040,26581,0,3148637983,0
7,1,24925,55219,21280,2,0,9495,13589,0,13,1,43389,24974,0,4,3,13687,18572,0,8,1,32745,9574,0,183567709,3,10,21188,22217,0,0,5,23312,16949,0,0,10,23221,56505,31373,0,4,11586,11860,0,3,5,42621,16710,0,1065408173,0
14,0,66129,17189,0,1,6,25986,20638,0,4,3,29677,47123,33387,19,5,51170,22090,0,1,2,10958,19031,0,31820511,5,8,22810,67591,10440,8,8,42924,29456,0,1,9,16532,32644,0,2,8,21645,26023,0,0,6,22160,28206,0,604980629,0
1,4,8803,13968,0,1,9,6556,21949,0,2,6,14142,21766,24640,2,7,20085,19342,0,0,9,8321,24881,0,687429313,7,1,20553,3015,0,4,1,10546,13640,0,10,3,25611,9623,0,13,0,36545,21347,0,1,1,8651,10282,7059,628148373,1
4,5,30915,48145,0,18,5,62771,20918,0,11,4,46539,24792,0,11,7,42608,23627,0,8,11,43862,33620,0,1360726573,14,9,43251,36002,0,5,10,20044,36617,0,8,13,31478,40069,0,1,11,19934,38282,0,4,9,36395,75725,32617,1252083505,0
4,3,15072,27401,0,11,6,47103,33482,0,3,4,24545,81120,63155,9,5,48829,35505,0,15,6,59435,43733,0,186040655,6,5,71564,21862,0,6,7,34571,74067,47778,7,10,45845,36511,0,3,9,56263,35280,2700,2,11,12998,27264,0,734683079,0
21,12,55755,38616,0,12,13,51423,132715,8074,14,11,50434,46082,0,11,13,59676,47786,0,6,10,35554,44375,0,258163171,14,9,80031,37568,0,23,9,88554,39068,0,5,18,39770,64996,0,3,20,15840,61714,0,14,8,85379,49496,0,1824314257,1
10,6,36005,35979,0,3,10,22508,103603,79516,7,15,47155,44135,0,7,12,68825,69293,0,8,9,26457,43692,0,644319905,14,11,52511,43181,0,6,10,22958,37054,0,9,8,93867,79762,0,11,3,61971,17320,0,12,3,65395,23633,0,4109492141,1
3,3,11889,12215,0,10,2,22177,14825,2357,1,2,13045,16942,300,15,2,41045,11650,0,10,2,26742,10159,0,2251805977,0,9,6400,26185,0,1,9,9408,24246,0,1,7,8560,21410,0,6,10,17561,25235,0,3,4,23862,17822,0,9643964263,0
25,10,100394,60489,0,9,18,48840,69911,0,16,15,54722,59951,3056,12,13,57983,159410,46722,14,11,79830,50445,0,2429794861,18,17,72980,73759,0,14,12,93362,44747,0,0,19,38220,113235,68494,15,15,88998,55330,17114,20,15,106646,54698,0,1566026587,0
13,7,36825,50807,0,11,9,65031,65551,2904,7,11,57348,43142,0,13,11,45651,54913,850,2,11,25316,37794,0,9283117321,21,6,53771,37039,0,6,7,51558,69552,5350,5,10,39980,36741,0,6,9,52463,33075,0,11,14,54435,53764,0,17014292081,0
17,14,54940,54307,0,4,11,16639,105762,0,19,11,61401,38783,0,15,10,77867,53312,0,4,14,27786,50876,0,859044587,9,9,67408,30706,0,3,8,30663,74264,125187,9,14,44933,33371,0,14,16,64133,35963,0,26,12,95903,64329,0,73779295,0
12,4,53360,21111,0,7,1,30509,19545,0,4,4,30077,24835,0,1,5,14244,27892,0,7,1,35048,49411,43505,192320463,3,6,26195,28987,0,1,7,43515,29560,10273,7,7,36995,25691,0,2,6,18299,56454,64750,2,5,17790,22546,0,213366955,0
7,17,54633,58384,0,17,11,84366,39131,0,25,15,86117,85155,0,20,18,84243,71240,0,18,16,94000,64214,0,654174431,27,16,102353,81723,0,18,18,68072,61960,0,10,18,40286,74034,0,13,23,48516,63362,0,9,12,58897,122280,109533,164919093,1
18,5,57598,20811,0,12,6,22643,17764,0,5,6,26505,27421,0,2,6,15350,32003,1314,6,8,11904,77760,0,14507008639,7,6,47046,25529,0,1,10,11762,24040,0,9,9,36201,24613,0,7,7,32409,28347,0,7,11,48341,31471,0,1498270471,0
5,14,71831,129319,14257,7,8,59231,51091,0,11,5,56813,56140,152353,11,15,72427,51376,0,28,12,163074,46604,0,134040389,6,10,46885,40530,0,12,13,82052,64239,0,13,14,72504,124094,79951,5,9,76799,138290,74058,18,16,56290,56223,0,4727810,1
0,3,20566,28726,58698,13,6,66945,21962,0,6,2,20408,19814,0,15,4,49376,33627,0,4,4,31873,43590,53120,39144873,3,7,34760,34155,0,6,6,36602,27069,0,5,8,29796,26342,0,4,7,37885,59920,12449,1,10,8676,41682,0,357439277,0
1,5,11807,15410,0,0,7,9080,25267,41010,0,6,13525,15195,2000,1,5,24190,49170,12321,0,8,1394,18049,0,19113195,5,0,29924,18432,28732,6,0,32049,3871,0,3,0,13293,5231,0,16,1,34064,19657,0,1,1,13761,12805,9526,24200913,1
9,2,38041,55717,7393,4,5,21069,19182,0,5,5,24798,21185,3636,7,4,26114,22398,0,14,3,30380,67437,32360,77143105,1,7,21031,22780,0,3,8,53690,24878,4867,10,8,60549,23145,0,1,9,18604,49347,36791,4,7,32045,20252,0,122137555,0
1,7,27212,63093,1248,7,6,33736,30352,0,6,10,34035,33145,2720,21,5,69181,37541,0,13,8,62590,36649,0,9823790111,8,12,49747,36213,26698,5,8,36720,38323,0,17,6,68374,28858,0,2,8,13977,87755,90880,4,14,31962,35605,0,2767766749,0
24,12,89539,56206,0,17,8,107514,39831,0,25,14,83430,64639,0,19,11,62527,43701,0,8,15,61851,57578,0,6013722271,18,20,81183,83860,0,18,15,56988,145367,0,13,17,49347,54839,0,2,15,34230,45789,12332,9,23,40207,75006,0,475523849,0
5,10,35284,41361,0,6,11,25677,33455,0,15,8,77526,44212,4830,22,10,88690,58391,0,15,10,75435,38925,0,48028738969,13,17,50496,61025,0,8,11,30577,40418,0,12,10,48847,52669,0,7,9,48871,97498,42870,9,16,37553,51002,0,742592905,0
5,9,45958,40001,1229,9,4,61653,110220,11310,6,3,37763,29501,0,20,11,79798,36668,0,15,7,90447,61305,0,581296891,3,8,27134,31610,0,14,11,65340,47608,0,12,15,58800,48284,0,5,7,86572,146187,40583,0,14,39849,41930,0,1024889395,0
12,20,76915,59538,0,6,18,48088,192780,0,21,15,116183,97962,0,3,19,41490,69499,4111,9,24,29641,79921,0,1732867393,12,8,92572,37808,0,39,8,179024,52959,21512,13,12,62160,68304,0,25,16,75219,48926,0,10,7,90725,104320,83188,98799879,1
8,10,44825,34105,0,2,13,22780,32282,8343,5,14,47904,30576,0,14,5,78949,29876,0,10,11,53201,43704,0,6418373233,7,10,19626,40255,992,15,9,34395,46563,0,6,6,27048,38150,0,12,7,36331,91026,0,13,7,53143,31665,0,42971798069,1
9,6,25579,26705,1200,10,5,27310,27143,0,4,3,14269,23305,476,9,4,23970,14216,0,10,1,36254,46545,12256,785841727,5,7,15372,15535,0,3,8,33808,26970,0,0,7,15771,26772,600,4,10,38203,32418,0,7,10,34760,25687,0,31514544043,0
4,2,18289,29127,0,2,1,16356,12140,498,11,1,28799,6260,0,4,3,25225,17585,0,7,2,24434,13702,5684,14642501257,2,6,22398,24110,0,3,7,14598,19449,0,0,7,4151,22182,0,4,6,28135,28797,0,0,2,9532,18565,0,8823690089,0
5,0,10306,9718,0,7,0,33926,8168,0,14,0,40274,26084,490,2,0,14574,26255,7291,4,1,9853,7273,0,448242335,0,6,12062,22691,0,1,5,22296,25833,0,0,7,14738,19042,0,0,7,13566,18580,0,0,7,14836,22787,0,2516999629,0
11,8,49788,38089,0,3,9,37187,42780,0,3,6,11504,23550,48006,3,12,6976,36842,2320,5,11,31671,31688,0,2690251327,14,4,41322,36206,0,5,5,28972,24200,0,11,5,38137,29409,0,6,9,25051,31461,0,10,2,39467,15850,0,8822719567,1
9,1,35713,8677,0,10,2,37396,11751,0,6,1,19687,16956,0,10,1,25615,13776,2650,2,2,6571,7894,0,5204991469,2,8,15421,20163,0,2,4,6403,23291,0,0,8,7548,33384,900,1,9,15450,24194,0,2,8,14232,23950,2000,4254924691,0
17,15,67652,59357,0,15,12,56231,71211,0,7,9,55416,118858,63851,5,14,39116,54103,0,19,13,99767,69411,0,1269383227,21,14,123828,58026,0,19,14,70836,48799,0,9,12,61370,112892,34472,4,14,55449,61510,0,10,10,61457,36955,0,198282566,0
4,4,19391,58734,0,8,5,31276,21607,10316,12,9,51177,38897,0,10,3,54866,31261,0,3,5,7291,24388,0,932453747,7,8,43640,37688,0,2,4,30175,23979,0,3,5,23528,42786,0,10,12,51764,31873,0,5,8,25780,27675,0,21261106957,0
2,8,17705,31678,0,4,6,40530,26630,0,4,10,52669,34250,15056,0,10,23735,35957,0,3,12,32411,39633,0,1432888603,3,1,34440,27543,400,4,0,18367,19438,0,13,6,26781,38185,0,22,2,71310,28912,0,4,4,17250,52972,300,13000843927,1
2,4,8972,20416,0,6,3,18090,22386,0,11,2,25596,25133,0,9,6,15125,18360,0,11,6,27822,27936,0,21278837101,9,10,28220,19782,0,2,7,12585,16551,0,2,7,23390,16896,0,2,9,27689,20830,0,6,7,22347,21546,0,4036253227,0
6,3,21216,43981,10748,9,3,32859,17051,0,2,3,4200,13932,0,9,1,35184,20629,2774,11,1,28734,7049,0,214570733,0,8,14300,22481,0,2,8,15483,20566,0,3,8,29968,21379,0,0,8,5193,41150,2250,6,5,37698,16617,0,1207548131,0
7,7,41098,17613,0,3,6,10935,33738,0,3,2,34973,102441,67404,12,7,51472,43610,0,14,9,41348,30574,0,131513405,2,9,25351,28225,0,8,9,60166,32292,0,9,7,65529,75031,0,10,6,70780,20450,0,1,6,6150,23828,0,2141214253,0
17,13,159954,65703,0,1,25,61516,241871,227446,20,17,101252,67716,0,2,15,81418,54726,0,25,27,139854,88856,0,366189245,10,8,84036,228702,70097,12,8,102771,68215,0,20,12,76011,82033,0,34,21,151314,70257,0,20,16,104740,94787,0,1923575147,1
4,10,43598,82643,28500,4,12,34927,34953,2460,1,10,49199,38095,0,13,6,74929,26586,0,4,8,55977,47037,27026,6723249,11,3,42968,67010,32892,18,7,82112,37331,7322,7,4,62246,101306,0,1,2,11953,18384,0,9,10,30035,34599,0,249779822,1
1,10,14123,36231,0,4,8,30347,26173,0,1,9,6228,64701,108317,10,9,31673,31317,0,0,11,15121,29781,0,56552465,11,2,38030,24329,0,5,5,21881,17014,0,5,3,35014,20143,0,14,3,41380,17437,0,12,4,51898,18569,0,7663199177,1
28,2,60453,18890,0,10,2,23973,20405,0,9,3,21001,23450,0,7,9,28345,28739,0,10,3,32186,54265,17390,124661674,2,10,26942,34449,0,3,14,22556,29496,0,2,13,48287,37937,0,7,13,30662,27999,0,5,15,17302,36077,0,10618100197,0
1,7,10934,20498,0,7,8,36405,34585,900,7,11,36604,27359,0,3,8,16952,51953,65488,0,10,8572,30886,0,60716482,6,3,21893,21149,0,9,4,31380,26139,0,20,1,64936,24148,0,3,4,9112,16029,0,6,6,37960,22002,0,11286175903,1
7,9,38448,34439,3490,1,10,21261,43903,0,13,5,36322,56432,12200,11,7,53438,25224,0,14,8,44738,30028,0,425649887,16,12,55383,40544,0,9,9,38742,71826,10966,9,3,40633,13478,0,5,11,42412,36967,0,0,11,12856,31392,0,717140827,0
6,3,37732,16975,0,11,1,55192,24881,0,0,0,14159,4061,0,4,0,29177,5578,0,16,0,51208,18468,0,11415256777,2,8,12355,18141,0,0,5,9673,32766,1439,1,9,15448,57672,6860,0,8,18777,19724,1000,1,7,13710,59165,17259,11382371,0
16,8,46868,79221,0,3,9,30457,39798,0,11,7,45153,33108,0,22,12,61791,54462,21840,3,11,30459,53815,107872,651195113,3,7,38794,30198,0,14,13,43596,55647,0,7,8,51823,32491,0,16,11,80128,42667,0,10,17,46063,53725,0,999571043,0
10,9,82908,128276,28417,5,6,47073,42656,0,8,13,81541,58056,0,23,15,96555,51674,0,12,5,110909,90343,91286,5363454,6,10,27122,35305,0,8,18,44442,69541,0,7,6,76981,107669,90953,17,16,118490,60468,0,10,10,103970,146003,21026,25073755,0
6,10,66811,45626,0,12,11,67275,36117,0,4,7,67417,35741,0,8,12,50025,96081,61838,8,9,41853,35924,0,1041318083,11,2,57138,15311,0,5,10,26395,42820,0,6,10,32879,83277,30691,18,7,72644,40643,0,9,9,60433,111330,30676,39186485,1
5,13,57450,46516,610,9,13,47547,85285,104130,17,14,109920,59224,0,13,13,69771,51261,0,16,14,84769,59448,0,300730957,5,17,48463,54652,0,15,16,73839,61006,0,11,9,52965,163192,45255,6,9,48889,60656,0,27,9,77578,29951,0,74694866,1
23,10,124746,44237,0,5,5,42429,31555,0,6,10,60422,191346,111453,18,9,72510,53997,0,4,7,39133,43928,0,483665485,7,12,97639,71326,4570,8,12,45595,134543,9354,9,13,123932,49307,17746,7,9,39404,38353,0,10,10,58493,45711,0,265435373,0
4,9,26076,30067,0,7,7,74026,32291,0,4,9,43958,24345,0,1,7,27498,49642,23775,1,11,29206,36268,0,634404667,8,2,30154,80166,0,18,3,56042,39004,0,9,5,30508,39321,966,4,4,22721,19658,0,4,3,33188,22615,0,5100930959,1
2,10,22405,40396,0,5,11,40555,40751,0,6,12,29930,38132,0,1,10,27588,47515,0,4,10,28420,67115,74937,6057585463,7,3,19413,10337,7123,17,2,77489,25950,3750,0,2,12530,58551,85179,15,7,58594,27297,0,13,4,65883,26763,0,209856785,1
